userId,movieId,timestamp,rating,rating_good,user_gender,user_generation,title,genre_Action,genre_Adventure,genre_Animation,genre_Children,genre_Comedy,genre_Crime,genre_Drama,genre_Fantasy,genre_Horror,genre_IMAX,genre_Mystery,genre_Romance,genre_Sci-Fi,genre_Thriller,genre_War
328,1,1494210665,5.0,1,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
330,1,1285904910,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
332,1,1352672340,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
334,1,1225477466,3.5,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
336,1,1122227329,4.0,0,M,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
337,1,860255715,4.0,0,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
339,1,1460183470,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
341,1,1439750939,5.0,1,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
347,1,847645986,5.0,1,M,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
350,1,864940931,4.0,0,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
353,1,831939685,5.0,1,M,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
357,1,1348610184,5.0,1,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
359,1,1198112023,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
364,1,869443366,5.0,1,F,Young,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
367,1,997811550,5.0,1,F,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
372,1,874416443,3.0,0,M,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
373,1,846830172,3.0,0,M,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
378,1,1445347576,4.5,1,M,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
380,1,1493420345,5.0,1,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
381,1,1164383653,3.5,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
382,1,1515162628,4.5,1,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
385,1,834691642,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
389,1,857934174,5.0,1,F,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
391,1,1032388077,3.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
396,1,1111688626,5.0,1,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
399,1,1167220428,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
401,1,1510450550,3.5,0,F,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
411,1,835532155,5.0,1,M,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
412,1,939114353,2.0,0,F,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
414,1,961438127,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
420,1,1218207191,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
422,1,986173307,4.0,0,F,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
432,1,1316391457,2.5,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
434,1,1270604402,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
436,1,833529571,4.0,0,F,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
438,1,1105650469,4.5,1,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
443,1,1501722482,4.0,0,F,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
448,1,1019126661,5.0,1,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
451,1,854089165,5.0,1,M,Young,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
453,1,1005966797,5.0,1,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
456,1,856883308,5.0,1,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
460,1,1359177505,4.5,1,F,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
462,1,1154037653,1.5,0,M,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
468,1,831400444,4.0,0,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
469,1,965336888,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
470,1,849224825,4.0,0,M,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
471,1,1496671820,5.0,1,F,Young,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
474,1,978575760,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
476,1,835021447,4.0,0,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
477,1,1200939636,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
480,1,1179178004,3.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
483,1,1178293130,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
484,1,1342295949,4.5,1,M,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
488,1,1112382025,4.5,1,F,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
490,1,1328229305,3.5,0,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
492,1,863975949,4.0,0,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
500,1,1005527755,4.0,0,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
504,1,1063644695,4.0,0,F,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
509,1,1435992343,4.0,0,M,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
514,1,1533872400,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
517,1,1487954343,4.0,0,M,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
522,1,1253344674,3.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
524,1,851608466,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
525,1,1476475973,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
528,1,1391736605,2.5,0,F,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
529,1,855583216,3.0,0,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
533,1,1424753740,5.0,1,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
534,1,1459787997,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
541,1,835643027,3.0,0,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
544,1,850688537,3.0,0,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
550,1,1488728441,4.0,0,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
555,1,978746159,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
559,1,865095758,5.0,1,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
560,1,1469653413,3.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
561,1,1491094681,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
562,1,1368893997,4.5,1,M,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
567,1,1525286001,3.5,0,F,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
570,1,1181476989,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
572,1,945892484,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
573,1,1186722182,5.0,1,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
579,1,958881146,4.0,0,M,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
580,1,1167792349,3.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
584,1,834987643,5.0,1,M,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
587,1,953137847,5.0,1,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
590,1,1258420408,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
596,1,1535709666,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
597,1,941557863,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
599,1,1498524204,3.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
600,1,1237764347,2.5,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
601,1,1521467801,4.0,0,F,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
603,1,963178147,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
604,1,832079851,3.0,0,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
605,1,1277097561,4.0,0,M,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
606,1,1349082950,2.5,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
607,1,964744033,4.0,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
608,1,1117408267,2.5,0,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
609,1,847221025,3.0,0,F,Middle,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
610,1,1479542900,5.0,1,M,Senior,Toy Story (1995),0,1,1,1,1,0,0,1,0,0,0,0,0,0,0
1,47,964983815,5.0,1,M,Senior,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
4,47,945173425,2.0,0,M,Senior,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
6,47,845553317,4.0,0,M,Young,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
8,47,839463546,4.0,0,M,Young,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
13,47,987895819,5.0,1,F,Young,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
14,47,835441133,5.0,1,F,Young,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
15,47,1510571970,3.5,0,M,Senior,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
16,47,1377477814,3.5,0,M,Middle,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
17,47,1307262715,4.0,0,M,Senior,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
18,47,1455050013,4.5,1,M,Senior,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
19,47,965710720,3.0,0,M,Senior,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
26,47,836950431,4.0,0,F,Young,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
28,47,1235975946,3.0,0,M,Senior,Seven (a.k.a. Se7en) (1995),0,0,0,0,0,0,0,0,0,0,1,0,0,1,0
